time,activity,pain,gain,stu_id,time_type,time_hr,time_min,time_range,group_pain,group_gain,activity_num,last_act
12.00,ทานข้าวเที่ยง,หาเมนูยากเหลือเกิน,อิ่มท้อง,6210422037,,12,0,12.00-13.00,ความลำคาญ,อิ่ม,10,
13.00,ชงกาแฟ,,อร่อย+แก้ง่วง,6210422037,,13,0,13.00-14.00,ไม่ระบุ,ฟิน,11,
13.30,ทำงานต่อแบบง่วงๆ,ง่วงมากเพราะกาแฟไม่ช่วยอะไร,,6210422037,,13,30,13.00-14.00,ความลำคาญ,ไม่ระบุ,12,
14.00,ประชุม,,อับเดทงาน + ช่วยกันคิดงาน,6210422037,,14,0,14.00-15.00,ไม่ระบุ,ฟิน,13,
18.00,กินข้าวเย็น,,ทำอาหารเอง สนุกสนาน,6210422037,,18,0,18.00-19.00,ไม่ระบุ,ฟิน,14,
19.00,พักผ่อน,รู้สึกทำตัวไม่มีสาระ,สบายใจ,6210422037,,19,0,19.00-20.00,ความลำคาญ,ฟิน,15,
20.00,ทำ IS,ไม่ชอบงานวิจัยยยยยยยยยยยยยยยยยย,จะได้จบแล้วววววววววววววววววว,6210422037,,20,0,20.00-21.00,ความลำคาญ,ฟิน,16,
22.30,อาบน้่ำ,,เตรียมนอน,6210422037,,22,30,22.00-23.00,ไม่ระบุ,พักผ่อน,17,
23.00,นอน,,นอนหลับ,6210422037,,23,0,23.00-24.00,ไม่ระบุ,ฟิน,18,1.0
07.00,ตื่นนอน ,"ง่วง,หนาว,ที่นอนดูด","ตื่นเช้าได้ดูบรรยากาสยามเช้า,สดชื่น",6210422038,,7,0,07.00-08.00,ความลำคาญ,ฟิน,1,
07.30,อาบน้ำ,หนาว,ตาสว่าง,6210422038,,7,30,07.00-08.00,หนาว,ฟิน,2,
08.00,พาแม่ไปทำบุญที่วัด,"ง่วง,หนาว,แอบขี้เกี้ยจ",ได้บุญ สบายใจ,6210422038,,8,0,08.00-09.00,ความลำคาญ,ฟิน,3,
08.30,กินกาแฟ all cafe+ ครัวซอง,"ง่วง,หิว","ตาสว่าง,อิ่มท้อง",6210422038,,8,30,08.00-09.00,หิว-กลัวอ้วน,ฟิน,4,
09.30,เริ่มทำงาน (work from home),แค่คิดก็เหนื่อย,ได้เคลียร์งาน,6210422038,,9,30,09.00-10.00,ความลำคาญ,ฟิน,5,
10.00,เคลียร์งาน,เริ่มล้า เมื่อยนิ้ว+มือ,"ได้เคลียร์งาน,งานเสร็จ,มีงานส่ง",6210422038,,10,0,10.00-11.00,ความลำคาญ,ฟิน,6,
11.00,meeting team (update sprint plan),เหนื่อย,"ได้ update งาน , ได้คุยกับทีม",6210422038,,11,0,11.00-12.00,เหนื่อย,ฟิน,7,
12.00,เปิดตู้เย็น (หาอาหารทาน) พักเที่ยง,ไม่รู้นะกินอะไร,ได้เดินลงมาพัก,6210422038,,12,0,12.00-13.00,ความลำคาญ,พักผ่อน,8,
12.30,ออกไปสั่งอาหารตามสั่ง,"ร้อน,ฝุ่นเยอะ,ลำบาก","ได้กินอาหารอร่อย, อิ่มท้อง",6210422038,,12,30,12.00-13.00,ความลำคาญ,ฟิน,9,
14.00,เคลียร์งาน,"เริ่มง่วง,VPN ช้า, Query Data slow response","งานเสร็จ,มีเวลาทำการบ้าน",6210422038,,14,0,14.00-15.00,ความลำคาญ,ทำการบ้าน,10,
15.00,meeting  (with with  marketing team),"กดดันเล็กน้อย,เหนื่อย,สื่อสารกันลำบาก(เนื่องจาก WFH)",ได้รู้จักกับทีมอื่นมากขึ้น,6210422038,,15,0,15.00-16.00,ความลำคาญ,ฟิน,11,
17.00,order food delivery (grab food),"เมนูเยอะเลือกยาก,ไม่รู้กินไรดี,รออาหารช้า",ได้กินอาหารที่อยากกินใหม่,6210422038,,17,0,17.00-18.00,ความลำคาญ,ฟิน,12,
18.00,ออกกำลังกาย,"เหนื่อย,เมื่อยตัว",รู้สึกเบาตัว,6210422038,,18,0,18.00-19.00,ความลำคาญ,ฟิน,13,
19.30,กินข้าวเย็น,"รู้สึกจุก,อาหารย่อยยาก,ไม่รู้จะกินอะไร","อิ่มท้อง ,หายหิว",6210422038,,19,30,19.00-20.00,ความลำคาญ,ฟิน,14,
20.00,เล่นเกมส์ Among Us,"แพ้บ่อย,โดนบัพ,หัวร้อน","สนุกได้เล่นกับเพื่อน,ผ่อนคลาย",6210422038,,20,0,20.00-21.00,ความลำคาญ,พักผ่อน,15,
21.00,อาบน้ำ,หนาว,สดชื่น พร้อมอ่านหนังสือ,6210422038,,21,0,21.00-22.00,หนาว,สดชื่น,16,
21.30,อ่านหนังสือ+ทำการบ้าน,"เริ่มง่วง,ชอบสมาธิหลุด","เสร็จการบ้านทันเวลา,เพิ่มความรู้",6210422038,,21,30,21.00-22.00,ง่วง,ทำการบ้าน,17,
01.00,เข้านอน,"ยังไม่ค่อยอยากนอน, ยังอ่านหนังสือไม่ถึงไหนเลย","ได้พักผ่อน, พักร่างกายที่เหนื่อยมาทั้งวัน",6210422038,,1,0,01.00-02.00,ความลำคาญ,ฟิน,18,1.0
06.00,Wake up autonomously,Super sleepy,,6210422040,,6,0,06.00-07.00,ง่วง,ไม่ระบุ,1,
06.15,Play facebook,,update news and situation,6210422040,,6,15,06.00-07.00,ไม่ระบุ,ฟิน,2,
07.00,Listen to podcast,,update news and situation,6210422040,,7,0,07.00-08.00,ไม่ระบุ,ฟิน,3,
07.15,Take a shower,,clean and fresh up,6210422040,,7,15,07.00-08.00,ไม่ระบุ,สดชื่น,4,
07.40,Have breakfast,"usually be cornflakes, really bored",gain energy,6210422040,,7,40,07.00-08.00,ความลำคาญ,ออกกำลังกาย,5,
08.00,Brew coffee,,make fresh and awake,6210422040,,8,0,08.00-09.00,ไม่ระบุ,สดชื่น,6,
08.15,Prepare working,,Review tasks before meeting session,6210422040,,8,15,08.00-09.00,ไม่ระบุ,ฟิน,7,
09.00,Start working,do the same things,Review things to do and had done,6210422040,,9,0,09.00-10.00,ง่วง,ฟิน,8,
12.00,Have lunch,"bored the same menu, and lazied to order food",gain energy,6210422040,,12,0,12.00-13.00,ความลำคาญ,ออกกำลังกาย,9,
13.00,Continue working,do the same things,,6210422040,,13,0,13.00-14.00,ง่วง,ไม่ระบุ,10,
14.00,Brew coffee,,make fresh and awake,6210422040,,14,0,14.00-15.00,ไม่ระบุ,สดชื่น,11,
15.00,Feel sleepy,don't know why coffee can't help,,6210422040,,15,0,15.00-16.00,ความลำคาญ,ไม่ระบุ,12,
18.00,Finish working,don't know what to eat,relax,6210422040,,18,0,18.00-19.00,ความลำคาญ,พักผ่อน,13,
19.00,Have dinner,,gain energy,6210422040,,19,0,19.00-20.00,ไม่ระบุ,ออกกำลังกาย,14,
20.00,Learn E-learning,,gain more knowledge,6210422040,,20,0,20.00-21.00,ไม่ระบุ,ฟิน,15,
21.45,Take a shower,,clean,6210422040,,21,45,21.00-22.00,ไม่ระบุ,สดชื่น,16,
22.00,Call girl friend,,"relax, share, plan",6210422040,,22,0,22.00-23.00,ไม่ระบุ,พักผ่อน,17,
23.00,Go to bed,,get rest,6210422040,,23,0,23.00-24.00,ไม่ระบุ,พักผ่อน,18,1.0
07.30,ตื่นนอน,ง่วง,ยังไม่ตาย,6210422043,,7,30,07.00-08.00,ง่วง,ฟิน,1,
07.40,อาบน้ำ,หนาว,ทำความสะอาดร่างกาย,6210422043,,7,40,07.00-08.00,หนาว,สดชื่น,2,
08.00,ขับรถไปทำงาน,เสียเวลาขับรถ,ได้ไปทำงาน,6210422043,,8,0,08.00-09.00,หนาว,ฟิน,3,
08.10,สแกนนิ้วเข้าทำงาน,อาจมาสายได้,ได้ลงเวลาทำงาน,6210422043,,8,10,08.00-09.00,ความลำคาญ,ฟิน,4,
08.30,เริ่มทำงาน,,,6210422043,,8,30,08.00-09.00,ไม่ระบุ,ไม่ระบุ,5,
09.00,ประชุมงาน online,,ไม่ต้องเสียเวลาเดินทาง,6210422043,,9,0,09.00-10.00,ไม่ระบุ,ฟิน,6,
10.00,กรรมการตรวจรับเครื่องมือ,เสียงติดคุก,มีเครื่องมือในการทำงานมากขึ้น,6210422043,,10,0,10.00-11.00,ความลำคาญ,ฟิน,7,
12.00,กินข้าวกลางวันที่ทำงาน,คนเยอะ,ไม่ต้องเดินทางออกข้างนอก,6210422043,,12,0,12.00-13.00,ความลำคาญ,ฟิน,8,
13.00,เริ่มทำงาน,,,6210422043,,13,0,13.00-14.00,ไม่ระบุ,ไม่ระบุ,9,
14.00,ตรวจรับงานจ้างซ้อมเครื่องมือ,เสียงติดคุก,มีเครื่องมือในการทำงานมากขึ้น,6210422043,,14,0,14.00-15.00,ความลำคาญ,ฟิน,10,
15.00,ติดต่องานเกี่ยวกับพัสดุ,ติดต่อยากเอกสารเยอะ,,6210422043,,15,0,15.00-16.00,เหนื่อย,ไม่ระบุ,11,
16.00,ทำงานกระจายเอกสารให้แต่ละหน่วยงาน,เอกสารเยอะทำให้เกิดผิดพลาด,,6210422043,,16,0,16.00-17.00,เหนื่อย,ไม่ระบุ,12,
18.00,ทำ trend Product,หาข้อมูลได้ยากเนื่องจากมาจากหลายระบบ,,6210422043,,18,0,18.00-19.00,เหนื่อย,ไม่ระบุ,13,
20.30,ขับรถกลับบ้าน,เสียเวลาขับรถ,ได้กลับบ้าน,6210422043,,20,30,20.00-21.00,หนาว,พักผ่อน,14,
20.45,ถึงบ้านล็อกบ้าน,เสียเวลาในการตรวจว่าบ้านล็อก,ป้องกันโจร,6210422043,,20,45,20.00-21.00,ความลำคาญ,ฟิน,15,
21.00,กินข้าวเย็น,,อิ่มมีความสุข,6210422043,,21,0,21.00-22.00,ไม่ระบุ,ฟิน,16,
21.30,อาบน้ำ,หนาว,ทำความสะอาดร่างกาย,6210422043,,21,30,21.00-22.00,หนาว,สดชื่น,17,
22.00,ทำการบ้าน,ขี้เกียจ,การบ้านเสร็จ,6210422043,,22,0,22.00-23.00,ความลำคาญ,ทำการบ้าน,18,
01.00,นอน,ง่วง,ได้พักผ่อน,6210422043,,1,0,01.00-02.00,ง่วง,พักผ่อน,19,1.0
07.00,อาบน้ำ แต่งตัว,รู้สึกงัวเงียเมื่อตอนตื่น,สดชื่นพร้อมออกไปทำงาน,6210422044,,7,0,07.00-08.00,ความลำคาญ,สดชื่น,1,
07.45,ขึ้นบีทีเอสเพื่อเดินทางไปทำงาน,ที่ทำงานไกลจากที่พัก และรถติด,ไปทำงานไวขึ้นเพราะไม่ต้องเจอรถติด,6210422044,,7,45,07.00-08.00,ความลำคาญ,ฟิน,2,
08.30,ซื้อข้าวเหนียวไก่ปิ้งหน้าตึกที่ทำงาน,ช่วงเช้าเป็นช่วงเร่งรีบ กินข้าวไม่ทัน,ขึ้นไปแสกนนิ้วทัน,6210422044,,8,30,08.00-09.00,ความลำคาญ,เรียนรู้สิ่งใหม่,3,
08.40,นั่งกินข้าวตรงโซน kitchen,กินตรงโต๊ะทำงานจะทำให้ส่งกลิ่น,ไม่รบกวนคนอื่นได้กินอย่างสบายใจ,6210422044,,8,40,08.00-09.00,ความลำคาญ,ฟิน,4,
09.00,Morning Talk,ลืม process ของงานและไม่ได้ update งานใหม่,ได้ปรึกษาจุดที่ติดขัดและได้สรุป workflow ทั้งหมดภายในทีม,6210422044,,9,0,09.00-10.00,ความลำคาญ,ฟิน,5,
09.30,เริ่มทำงาน,งานค้างยังไม่เสร็จ,งานเสร็จตาม requirement,6210422044,,9,30,09.00-10.00,งานเพิ่ม-ไม่เสร็จ,ฟิน,6,
10.30,ไปรับ requirement ใหม่จาก user,output งานไม่ตรงกับความต้องการของ user,งานเสร็จได้ตรงเวลา ไม่ต้องแก้งานบ่อย,6210422044,,10,30,10.00-11.00,ความลำคาญ,ฟิน,7,
11.15,ทำงานที่ได้รับมอบหมาย,งานยังไม่เสร็จ,งานมี progress,6210422044,,11,15,11.00-12.00,งานเพิ่ม-ไม่เสร็จ,เรียนรู้สิ่งใหม่,8,
12.00,กินต้มยำทะเลไข่เจียวกับข้าวเปล่า,กินอาหารอย่างเดียวไม่อิ่ม,อิ่มมากขึ้นเพราะเพิ่มไข่เจียว,6210422044,,12,0,12.00-13.00,ความลำคาญ,ฟิน,9,
12.25,คุยแลกเปลี่ยนกับคนในทีม,ตอนทำงานบางทีบรรยากาศตรึงเครียด,ได้ relax และพูดคุยนอกจากเรื่องงานกับคนในทีม,6210422044,,12,25,12.00-13.00,ความลำคาญ,ฟิน,10,
12.50,ซื้อกาแฟ,ง่วงตอนบ่าย,ลดอาการง่วงในขณะทำงาน,6210422044,,12,50,12.00-13.00,ง่วง,ฟิน,11,
13.00,เริ่มทำงานรอบบ่าย,งานยังไม่เสร็จ,งานมี progress มากขึ้น,6210422044,,13,0,13.00-14.00,งานเพิ่ม-ไม่เสร็จ,เรียนรู้สิ่งใหม่,12,
15.00,ประชุม,Project มีความซับซ้อน,เข้าใจ Scope งาน,6210422044,,15,0,15.00-16.00,ความลำคาญ,เรียนรู้สิ่งใหม่,13,
16.30,ทำงานต่อ,งานยังไม่เสร็จ,งานเสร็จทันเวลา,6210422044,,16,30,16.00-17.00,งานเพิ่ม-ไม่เสร็จ,ฟิน,14,
18.15,ขึ้นบีทีเอสกลับคอนโด,ที่ทำงานไกลจากที่พัก และรถติด,กลับบ้านไวขึ้นเพราะไม่ต้องเจอรถติด,6210422044,,18,15,18.00-19.00,ความลำคาญ,ฟิน,15,
19.00,ซื้ออาหารที่ตลาดนัดเมเจอร์,อาหารแพง,ได้ซื้ออาหารถูกขึ้นเพราะมีร้านที่ใช้คนละครึ่งได้,6210422044,,19,0,19.00-20.00,แพง,ฟิน,16,
19.20,เปลี่ยนชุดออกกำลังกายที่คอนโด,ถ้าชุดไม่พร้อมจะทำให้ออกกำลังกายไม่สะดวก,ออกกำลังกายได้เต็มที่,6210422044,,19,20,19.00-20.00,ความลำคาญ,ออกกำลังกาย,17,
19.30,วิ่งรอบคอนโด,อ้วนขึ้นเพราะกินเยอะ,ทำให้น้ำหนักลดลง,6210422044,,19,30,19.00-20.00,ความลำคาญ,ออกกำลังกาย,18,
20.00,กินข้าวบนห้อง,แถวที่กินที่นั่งเต็ม,กินบนห้องทำให้สะดวกขึ้นกับการทำกิจกรรมอย่างอื่นไปด้วย,6210422044,,20,0,20.00-21.00,ความลำคาญ,ฟิน,19,
20.30,ทำการบ้านปริญญาโท,การบ้านไม่เสร็จ,การบ้านเสร็จทันเวลา,6210422044,,20,30,20.00-21.00,ความลำคาญ,ทำการบ้าน,20,
22.00,อาบน้ำ,เหงื่อเต็มตัว ทำให้ไม่สบายตัว,ตัวสะอาดและสบายตัว,6210422044,,22,0,22.00-23.00,ความลำคาญ,สดชื่น,21,
22.20,แต่งตัว,ช่วงนี้อากาศหนาว,ร่างกายอบอุ่นขึ้น,6210422044,,22,20,22.00-23.00,หนาว,สดชื่น,22,
22.30,research หาความรู้เพิ่มเติม,เรียนป.โทแล้วมีจุดที่ยังไม่เข้าใจ,เข้าใจมากขึ้นเมื่อเอามาประกอบกับเนื้อหาที่เรียน,6210422044,,22,30,22.00-23.00,ความลำคาญ,ฟิน,23,
23.45,เล่นเกมมือถือ,เครียดมาทั้งวันทั้งงานที่ออฟฟิศและงานป.โท,รู้สึกผ่อนคลายมากขึ้น,6210422044,,23,45,23.00-24.00,ความลำคาญ,พักผ่อน,24,
00.00,เข้านอน,ง่วงเพราะเหนื่อยมาทั้งวัน,หลับสบาย,6210422044,,0,0,00.00-01.00,ความลำคาญ,ฟิน,25,1.0
06.30,ตื่นนอน,ไม่สดชื่นอยากนอนต่อ,ตื่นเช้ามีเวลาทำงานเพิ่มขึ้น,6210422047,,6,30,06.00-07.00,ความลำคาญ,ฟิน,1,
07.05,เล่นมือถือ ดู social อ่านบทความ online,แสงจากจอมือถือเข้าตาแล้วแสบตา,เพลิดเพลิน และ ได้รู้ข่าวสารต่างๆ,6210422047,,7,5,07.00-08.00,ความลำคาญ,ฟิน,2,
07.30,สั่งอาหารเช้าผ่าน GrabFood,ไม่รู้จะกินอะไร จำเจ,สะดวก ไม่ต้องเดินทางออกจากบ้าน และไม่ต้องทำกินเอง,6210422047,,7,30,07.00-08.00,ความลำคาญ,ฟิน,3,
08.00,อาบน้ำ,หนาว น้ำไม่ค่อยอุ่น,สดชื่น,6210422047,,8,0,08.00-09.00,หนาว,สดชื่น,4,
08.35,ทำความสะอาดบ้าน,เหนื่อย เมื่อย,สะอาดขึ้น,6210422047,,8,35,08.00-09.00,ความลำคาญ,สดชื่น,5,
09.00,พักผ่อนนั่งดูทีวี คุยกับครอบครัว,พ่อแม่ถามเรื่องเกรด เรื่องเรียน,สนิทสนมใกล้ชิดกัน,6210422047,,9,0,09.00-10.00,ความลำคาญ,ฟิน,6,
10.00,เล่นกับแมว,หงุดหงิดเวลาแมวเอาเล็บมาขวน ดีดตัวหนี,สนุก เห็นความน่ารักของแมว,6210422047,,10,0,10.00-11.00,ความลำคาญ,ฟิน,7,
11.30,งีบหลับบนโซฟา,ง่วงนอน นอนไม่เต็มอิ่ม,พักผ่อน,6210422047,,11,30,11.00-12.00,ความลำคาญ,พักผ่อน,8,
12.00,กินข้าวเที่ยง,คิดไม่ออก ไม่รู้จะกินอะไรดี,อิ่ม,6210422047,,12,0,12.00-13.00,ความลำคาญ,อิ่ม,9,
13.00,เดินทางออกจากบ้านไปนวด คอ บ่า ไหล่,ต้องเดินทางไป เสียเวลารถติด,ผ่อนคลาย สบายตัว,6210422047,,13,0,13.00-14.00,ความลำคาญ,พักผ่อน,10,
14.30,เดินเลือกซื้อของกิน ของใช้,คิดไมออก ไม่รู้จะซื้อไรเข้าบ้านเก็บไว้ แต่ต้องมี,ของใช้พร้อม อาหารพร้อม เวลาอยู่บ้าน,6210422047,,14,30,14.00-15.00,ความลำคาญ,ทำการบ้าน,11,
16.00,ทำการบ้าน,เครียด จริงจัง,การบ้านเสร็จตามกำหนด,6210422047,,16,0,16.00-17.00,ความลำคาญ,ทำการบ้าน,12,
18.00,ทำอาหารเย็น,ไม่อร่อยเท่าร้านทำ,ไม่ต้องออกไปกินนอกบ้าน ไม่มีผงชูรส,6210422047,,18,0,18.00-19.00,ความลำคาญ,ฟิน,13,
19.00,ทำงานที่ค้างจาก office,เครียด จริงจัง,งานเสร็จตามกำหนด,6210422047,,19,0,19.00-20.00,ความลำคาญ,ฟิน,14,
21.30,เล่นเกมและคุยกับเพื่อน,ปวดคอ บ่า ไหล่ นั่งเล่นเกมนาน,สนุก เพลิดเพลิน ผ่อนคลาย,6210422047,,21,30,21.00-22.00,ความลำคาญ,พักผ่อน,15,
22.00,อ่านหนังสือ,อ่านไม่รู้เรื่อง ท้อและง่วงก่อน,ทบทวนความเข้าใจและสิ่งที่เรียนรู้,6210422047,,22,0,22.00-23.00,ความลำคาญ,ฟิน,16,
23.30,เล่นมือถือ ดู social ดูหนังฟังเพลง,แสงจากจอมือถือเข้าตาแล้วแสบตา,สนุก เพลิดเพลิน ผ่อนคลาย,6210422047,,23,30,23.00-24.00,ความลำคาญ,พักผ่อน,17,
01.00,เข้านอน,ง่วงนอน,พักผ่อน,6210422047,,1,0,01.00-02.00,ง่วง,พักผ่อน,18,1.0
08.00,ตื่นรอบที่ 1,ง่วงนอน,ไม่ได้อะไร,6210422048,,8,0,08.00-09.00,ง่วง,ไม่ระบุ,1,
08.30,ตื่นรอบที่ 2,ต้องตื่น เพราะต้องเรียน,ตื่นแล้ว ได้สติกลับมา,6210422048,,8,30,08.00-09.00,ความลำคาญ,ฟิน,2,
08.40,ไปซื้อของกินที่ 7-11,หิว,มีพลังงานก่อนเริ่มเรียน,6210422048,,8,40,08.00-09.00,หิว-กลัวอ้วน,สดชื่น,3,
09.00,เริ่มเรียนออนไลน์,ยังง่วงนอนอยู่,ได้ความรู้ใหม่ ๆ,6210422048,,9,0,09.00-10.00,ง่วง,เรียนรู้สิ่งใหม่,4,
12.00,เลิกเรียน,เหนื่อยแล้ว หิวด้วย,ได้พัก,6210422048,,12,0,12.00-13.00,ความลำคาญ,พักผ่อน,5,
12.10,ออกไปหาอะไรกิน,ขี้เกียจออกไปข้างนอก,ได้รับอากาศดี ๆ,6210422048,,12,10,12.00-13.00,ความลำคาญ,สดชื่น,6,
12.40,อาบน้ำ,ร้อน,ตัวเย็นขึ้น,6210422048,,12,40,12.00-13.00,ความลำคาญ,สดชื่น,7,
12.50,กินข้าว,พลังงานหมด,อิ่ม,6210422048,,12,50,12.00-13.00,ความลำคาญ,อิ่ม,8,
13.00,เริ่มเรียน,ไม่มี,ได้ความรู้ใหม่ ๆ,6210422048,,13,0,13.00-14.00,แพง,เรียนรู้สิ่งใหม่,9,
16.00,เรียนเสร็จแล้ว,ไม่มี,ได้พัก,6210422048,,16,0,16.00-17.00,แพง,พักผ่อน,10,
16.01,เปิด LINE MAN หาของกินแล้วก็ปิดไป,มีร้านเยอะไปหมด แต่ไม่รู้จะกินอะไรดี,ไม่ได้อะไรเลย,6210422048,,16,1,16.00-17.00,ความลำคาญ,ไม่ระบุ,11,
16.33,สอนเพื่อนทำการบ้าน,เพื่อนติดปัญหาการบ้าน,เพื่อนทำการบ้านเสร็จ,6210422048,,16,33,16.00-17.00,ความลำคาญ,ทำการบ้าน,12,
17.30,อยากนอน แต่ออกไปหาข้าวกิน,ง่วงก็ง่วง แต่หิว,อิ่มแล้ว,6210422048,,17,30,17.00-18.00,ความลำคาญ,อิ่ม,13,
18.40,น็อก,เรียนจนหัวหมุน ไม่ไหวแล้ว,ได้สลบจากโลกนี้เสียที,6210422048,,18,40,18.00-19.00,ความลำคาญ,ฟิน,14,
20.30,ตื่นมาคุยการบ้าน,เพื่อนติดปัญหาการบ้าน,เพื่อนทำการบ้านเสร็จ,6210422048,,20,30,20.00-21.00,ความลำคาญ,ทำการบ้าน,15,
23.00,อาบน้ำ,อากาศเย็น,สดชื่น,6210422048,,23,0,23.00-24.00,หนาว,สดชื่น,16,
00.00,เคลียร์งานนิดหน่อย,ติดใจเรื่องงาน นอนไม่หลับ,ได้ทบทวนว่าทำงานอะไรไปบ้าง,6210422048,,0,0,00.00-01.00,ความลำคาญ,ฟิน,17,
03.00,นอน,ต้องนอนแล้ว เดี๋ยวร่างกายไม่ไหว,ได้สลบจากโลกนี้เสียที,6210422048,,3,0,03.00-04.00,ความลำคาญ,ฟิน,18,1.0
0800,Wake up,Feeling lazy to go to work,,6210422049,,8,0,08.00-09.00,ความลำคาญ,ไม่ระบุ,1,
0805,"Checking on social network apps(FB, IG) in bathroom",Feeling guilty for spending too much time on social media content,Get to know news and friends activities,6210422049,,8,5,08.00-09.00,ความลำคาญ,ฟิน,2,
0835,Take a bath and preparing to go to work,,,6210422049,,8,35,08.00-09.00,ไม่ระบุ,ไม่ระบุ,3,
0900,Going out to work by walk,,To have office nearby is better by don't have to spend too much time on the road,6210422049,,9,0,09.00-10.00,ไม่ระบุ,ฟิน,4,
0905,Arrived office,,,6210422049,,9,5,09.00-10.00,ไม่ระบุ,ไม่ระบุ,5,
0910,"Work on SQL queries, Power BI",New issues come everyday,Learn something new to gain more knowledge,6210422049,,9,10,09.00-10.00,ความลำคาญ,ฟิน,6,
1030,Attend weekly team meeting,,Aligned team direction and update team on progress and issue,6210422049,,10,30,10.00-11.00,ไม่ระบุ,ฟิน,7,
1200,Have lunch nearby,Have to drive and far sometimes depends on how far of selected restaurant,Wider selection of foods,6210422049,,12,0,12.00-13.00,ความลำคาญ,ฟิน,8,
1300,"Work on SQL queries, Power BI",New issues come everyday,Learn something new to gain more knowledge,6210422049,,13,0,13.00-14.00,ความลำคาญ,ฟิน,9,
1830,Have dinner nearby,Have dinner late and will gain more weight,Find something to eat to release stress,6210422049,,18,30,18.00-19.00,ความลำคาญ,พักผ่อน,10,
1900,"Relaxing time (Netflix, Vie, iQiYi)",Feeling guilty for spending too much time on series instead of spend time on study online material courses,Relax and rest my mind,6210422049,,19,0,19.00-20.00,ความลำคาญ,พักผ่อน,11,
2130,Take a bath,,,6210422049,,21,30,21.00-22.00,ไม่ระบุ,ไม่ระบุ,12,
2200,Do BADS homework/project,Feeling tired,Gain more knowledge,6210422049,,22,0,22.00-23.00,เหนื่อย,ฟิน,13,
2400,Go to sleep,,,6210422049,,0,0,00.00-01.00,ไม่ระบุ,ไม่ระบุ,14,1.0
07.00,,รู้สึกง่วงนอน ไม่อยากลุก,,6210422056,,7,0,07.00-08.00,ความลำคาญ,ไม่ระบุ,1,
07.01,,,ได้นอนต่อ,6210422056,,7,1,07.00-08.00,ไม่ระบุ,พักผ่อน,2,
08.00,,รู้สึกง่วงนอน ไม่อยากลุก,,6210422056,,8,0,08.00-09.00,ความลำคาญ,ไม่ระบุ,3,
08.02,,,ได้นอนต่อ,6210422056,,8,2,08.00-09.00,ไม่ระบุ,พักผ่อน,4,
08.30,,,สดชื่น,6210422056,,8,30,08.00-09.00,ไม่ระบุ,สดชื่น,5,
08.35,,,สดชื่นต้อนรับวันใหม่,6210422056,,8,35,08.00-09.00,ไม่ระบุ,สดชื่น,6,
09.00,,,,6210422056,,9,0,09.00-10.00,ไม่ระบุ,ไม่ระบุ,7,
10.00,,"ต้องแยก ทำ 2 อย่างพร้อมๆ กัน กินไปด้วย เรียนไปด้วย
ไม่ค่อยมีสมาธิ",ได้ทำ 2 อย่างในเวลาเดียวกัน,6210422056,,10,0,10.00-11.00,ความลำคาญ,ทำการบ้าน,8,
11.00,,,,6210422056,,11,0,11.00-12.00,ไม่ระบุ,ไม่ระบุ,9,
12.00,,,,6210422056,,12,0,12.00-13.00,ไม่ระบุ,ไม่ระบุ,10,
13.00,,,คนไม่พลุกพล่าน,6210422056,,13,0,13.00-14.00,ไม่ระบุ,ฟิน,11,
14.00,,"รู้สึกง่วงนอนตอนบ่าย
อ่านหนังสือไม่ค่อยรู้เรื่อง",ได้รับความรู้,6210422056,,14,0,14.00-15.00,ความลำคาญ,เรียนรู้สิ่งใหม่,12,
15.00,,,ได้รับความรู้,6210422056,,15,0,15.00-16.00,ไม่ระบุ,เรียนรู้สิ่งใหม่,13,
16.00,,น้ำหนักเพิ่ม,ผ่อนคลาย,6210422056,,16,0,16.00-17.00,ความลำคาญ,พักผ่อน,14,
17.00,,,ผ่อนคลาย,6210422056,,17,0,17.00-18.00,ไม่ระบุ,พักผ่อน,15,
18.00,,เสียเวลาเก็บล้าง,ไม่ต้องเสียเวลาเดินทาง ไปกินข้าว,6210422056,,18,0,18.00-19.00,ความลำคาญ,ฟิน,16,
19.00,,,ผ่อนคลาย,6210422056,,19,0,19.00-20.00,ไม่ระบุ,พักผ่อน,17,
20.00,,,,6210422056,,20,0,20.00-21.00,ไม่ระบุ,ไม่ระบุ,18,
21.00,,"รู้สึกเกิดกิเลศ
อยากพักผ่อน 
อยากดู Youtube",ได้รับความรู้,6210422056,,21,0,21.00-22.00,ความลำคาญ,เรียนรู้สิ่งใหม่,19,
22.00,,รู้สึกเครียด,ได้รับความรู้,6210422056,,22,0,22.00-23.00,ความลำคาญ,เรียนรู้สิ่งใหม่,20,
23.00,,,ได้รับความรู้,6210422056,,23,0,23.00-24.00,ไม่ระบุ,เรียนรู้สิ่งใหม่,21,
00.00,,,,6210422056,,0,0,00.00-01.00,ไม่ระบุ,ไม่ระบุ,22,1.0
06.30,ตื่นนอน,"ง่วง,ไม่อยากลุก,ขอนอนต่อนิดนึง",ตื่นเช้าทำให้เดินทางไปทำงานโดยไม่ต้องเร่งรีบมาก,6210422058,,6,30,06.00-07.00,ความลำคาญ,ฟิน,1,
06.45,อาบน้ำ,ยืนทำใจต่อหน้าฝักบัวอย่างหนาวเหน็บ,ตาสว่าง เนื้อตัวหอมฉุย,6210422058,,6,45,06.00-07.00,หนาว,ฟิน,2,
